"species"	"year"	"peak"	"CIpeak2"	"CIpeak97"	"peakday"	"CIpeakday2"	"CIpeakday97"
"43"	"Coccoloba parimensis"	2007	4.92051249905792	1.29617178324413	11.2804542458647	324.572328821135	239.811127831491	402.904105987336
"44"	"Coccoloba parimensis"	2008	43.9771711631732	30.6685074646955	60.6423457053385	314.095156264486	270.951649920539	349.812353894885
"45"	"Coccoloba parimensis"	2009	56.3756930019393	41.5199846480885	74.5328541409933	286.741407876019	248.789626685796	320.967874193837
"46"	"Cordia fulva"	2001	57.2146004812614	43.3093651550664	72.5927780398065	120.475119221953	111.112031103418	129.847557703111
"47"	"Cordia fulva"	2002	1.01393929396080	0.0240463822584076	3.62312477617393	258.143433402076	193.570553763553	304.372050465766
"48"	"Cordia fulva"	2003	52.1837303739591	38.3553649020867	67.4432443321055	105.035571155552	95.9029678695556	114.729558339697
"49"	"Cordia fulva"	2004	1.16722507157912	0.0251271995220030	4.34876718823334	12.9080017735829	-50.2719910743915	87.0741085946716
"50"	"Cordia fulva"	2005	2.32533321859549	0.265070614112644	6.56445197044783	1.49229734891676	-52.7676661632191	59.0339917698805
"51"	"Cordia fulva"	2006	7.98742512952793	3.46246163230572	14.2576697287394	148.049472183442	123.717826110044	172.161019848291
"52"	"Cordia fulva"	2007	0.0496369189346705	9.10436879188502e-07	0.480071699662964	119.355077299727	-37.3550455881001	287.100777338603
"53"	"Cordia fulva"	2008	0.133002586623256	2.37057190504476e-05	0.995893841514348	116.210460477110	-42.0213830695061	278.786149038481
"54"	"Cordia fulva"	2009	2.04527513644741	0.320224862593274	5.6841699457911	129.533864159244	78.3177375475643	179.458794139209
"55"	"Couratari multiflora"	2001	1.05002263141125	0.0319647920320058	3.54832288198907	354.084854957624	305.493612230352	403.90470902309
"56"	"Couratari multiflora"	2002	1.11769266909574	0.0408848893021294	3.83636150154752	418.721268195781	373.974305605623	455.486753345805
"57"	"Couratari multiflora"	2003	80.1867089939858	63.7247610684126	99.0283744420137	240.871926338057	233.40420202349	248.57223158785
"58"	"Couratari multiflora"	2004	0.996991402431727	0.0163857041890432	3.62795237658004	290.359921120446	246.407422943972	333.489973360955
"59"	"Couratari multiflora"	2005	8.93629983895951	4.15954108732033	15.9769640446696	431.852087572628	416.730778836327	448.325610284616
"60"	"Couratari multiflora"	2006	0.166372257261519	3.54304747154149e-05	1.14589500807843	316.065048668406	137.727447339749	445.018077030772
"61"	"Couratari multiflora"	2007	71.0115765987009	55.3342402852956	89.0664174683376	251.544085064818	246.132124109340	256.879596284211
"62"	"Couratari multiflora"	2008	0.0877289883946503	5.06678847021071e-06	0.773718323707635	317.011637089801	144.175607419394	445.039190571333
"63"	"Couratari multiflora"	2009	1.10738445921090	0.0300679416937237	4.08191877641292	353.329485555831	303.280159916151	408.217875734299
"64"	"Dicorynia guianensis"	2001	4.12266830871692	1.14655662086397	8.97934915506266	217.079629297952	189.687879763898	245.251542424001
"65"	"Dicorynia guianensis"	2002	80.5047581612104	62.9405154838614	98.8123837513528	135.096471545215	129.119011679830	141.370075904675
"66"	"Dicorynia guianensis"	2003	106.248994791404	87.4934145085285	128.197860956625	134.18332580357	128.669654223056	139.795790056060
"67"	"Dicorynia guianensis"	2004	15.1259773423875	8.56408709115088	23.5399175978148	164.024693426632	149.871791339154	177.098831035084
"68"	"Dicorynia guianensis"	2005	115.176060659011	95.9606247216081	136.150756772292	182.068717035746	176.010012959317	187.897112145169
"69"	"Dicorynia guianensis"	2006	170.893567014888	146.375910338600	197.304797666856	172.923105484961	167.944096174913	177.964228167701
"70"	"Dicorynia guianensis"	2007	0.150781712209003	7.7963103794378e-05	1.08908873690083	162.886164372541	75.4454670482178	255.665406035013
"71"	"Dicorynia guianensis"	2008	0.171086612135300	9.0977876671533e-06	1.25828621498301	162.190845769094	72.8240182113083	257.045505902642
"72"	"Dicorynia guianensis"	2009	662.767406068192	611.295851255811	713.885885200912	175.938454100682	173.410729584546	178.390319790729
"73"	"Dicorynia guianensis"	2010	13.1602310169332	7.1583099575534	21.3777863135684	123.750983271089	106.236661986748	140.303858936968
"74"	"Diplotropis purpurea"	2001	18.1650418173725	10.6933740270421	27.1940294987685	68.0002921365834	58.8360727736889	76.9086307692188
"75"	"Diplotropis purpurea"	2002	0.3069101781048	0.000101610474715339	1.98747144227795	84.4226871273533	-22.1810363241119	183.962759391050
"76"	"Diplotropis purpurea"	2003	1.2203982058592	0.0422613223101065	4.10996661876718	79.9931340367243	40.9711718313422	118.607307128937
"77"	"Diplotropis purpurea"	2004	0.273384187911783	0.000898699927112681	1.54152989632555	83.3565631375517	-41.5210904841292	181.852853293224
"78"	"Diplotropis purpurea"	2005	16.1561968678020	9.59258104960323	25.5661663985958	74.006172050733	64.0949417303023	83.9716927449478
"79"	"Diplotropis purpurea"	2006	0.278397127578648	0.000120489131046897	1.811102810589	83.2204761970552	-32.2821320823618	182.408677201646
"80"	"Diplotropis purpurea"	2007	0.274055056952721	7.25155472526644e-05	1.67873308659885	83.0970337630648	-35.5649864913381	178.571360122008
"81"	"Diplotropis purpurea"	2008	47.1814251096176	34.3785423854098	60.9529354652032	129.919907897091	120.072889415531	139.266106195519
"82"	"Diplotropis purpurea"	2009	0.293795183312941	0.000103549775655617	1.90082140397907	83.329847091062	-37.5919223855465	182.045963032719
"83"	"Eperua falcata"	2001	21.0376347220099	12.7990062230703	31.4204106679038	79.8925803423044	67.5020683448922	92.0223585511875
"84"	"Eperua falcata"	2002	1.30217083135401	0.0359895747764472	4.51904790535346	-29.1493359092854	-93.5782000209944	63.6022656485493
"85"	"Eperua falcata"	2003	7.23913042180056	2.88668943513605	13.3381147054347	89.107303197627	67.7678659868514	109.069083301233
"86"	"Eperua falcata"	2004	8.32332482037918	3.43527580618874	14.5252384396572	94.0905685719018	74.5250452421957	113.420776836507
"87"	"Eperua falcata"	2005	0.224491847623510	0.000125656299481133	1.48559854328043	69.044908782926	-76.8440613272542	190.754492771141
"88"	"Eperua falcata"	2006	0.283188206753681	0.000448029335986717	2.18598507338746	69.1869737492881	-64.1577205780636	186.524543165372
"89"	"Eperua falcata"	2007	12.1069669811375	6.17719602977296	19.8665345386800	94.9444840308045	79.5640343047734	109.542887919668
"90"	"Eperua falcata"	2008	5.21895750367197	1.64091300334796	10.8979674441894	82.9894895515585	59.5773157547544	107.390167896134
"91"	"Eperua falcata"	2009	2.21280486781014	0.269758802622473	6.48736117372924	80.4512928185173	45.3489171625155	116.076484437268
"92"	"Eschweilera sagotiana"	2001	10.1856279031800	4.83382999253398	17.4011280066229	17.5218629792581	1.04475806754635	34.7654141686791
"93"	"Eschweilera sagotiana"	2002	1.15936708573839	0.0363550380212183	3.8867413993977	-18.3570246121839	-65.8919419382719	30.7746562815126
"94"	"Eschweilera sagotiana"	2003	3.1592188957632	0.66607769440823	7.1185770999451	38.0824564729443	13.3232920958997	64.242946621035
"95"	"Eschweilera sagotiana"	2004	0.195881676156224	0.000393975731925050	1.37274344077877	32.3330984806434	-95.5743814180472	151.363964102471
"96"	"Eschweilera sagotiana"	2005	8.12323358735075	3.47775932263361	14.3103499798342	75.1212881219629	57.4846885103007	91.2754504653341
"97"	"Eschweilera sagotiana"	2006	0.211721515637528	0.000101773905146593	1.43378797742940	30.4316702252497	-103.127646532578	144.657318139183
"98"	"Eschweilera sagotiana"	2007	0.222821213764700	8.60293810301532e-06	1.45250592991051	30.9447517676464	-103.171914637423	140.348568110683
"99"	"Eschweilera sagotiana"	2008	2.15544391706903	0.279103845353943	6.03154722679703	46.3867932658581	14.9569839358805	77.844313565724
"100"	"Eschweilera sagotiana"	2009	0.259980248454027	5.45302210835583e-05	1.73610247884548	28.2513405247078	-102.008979426842	141.155373828266
"101"	"Forsteronia guyanensis"	2001	5.27205911436417	0.716702490510419	16.7924722445417	97.3587490434296	75.2059580973071	120.06282386196
"102"	"Forsteronia guyanensis"	2002	94.834272783733	75.8860292432085	116.226136438558	102.257422015701	96.3353858630156	108.006563613504
"103"	"Forsteronia guyanensis"	2003	8.15299033517809	2.42263809067796	19.7026848247875	97.7459081352714	80.0752742120727	115.837582898624
"104"	"Forsteronia guyanensis"	2004	9.21277643565244	3.03975951304765	21.3635063159024	95.13306576804	77.6359251307325	111.432433463746
"105"	"Forsteronia guyanensis"	2005	5.11943462449068	0.598712929088504	16.3248166794345	110.671454417211	88.7523458376693	143.102616194379
"106"	"Forsteronia guyanensis"	2006	20.2374722614966	11.1735598852499	34.5416792088129	98.8806575475284	87.8180507936141	111.088082633297
"107"	"Forsteronia guyanensis"	2007	6.15840249622134	1.14330348292196	16.8428668913075	104.709266883184	85.0478628833845	128.436029288116
"108"	"Forsteronia guyanensis"	2008	5.07533473721613	0.705962673980069	15.4887896419027	105.256177882387	82.9760773403916	136.398444594706
"109"	"Forsteronia guyanensis"	2009	70.9184327014128	54.4154311500108	90.9563377274384	85.9850385572224	79.5027591782726	92.7662138337836
"110"	"Gouania blanchetiana"	2002	331.360076211845	295.339905926169	369.001334367923	141.855274461199	138.947835952351	144.805326384724
"111"	"Gouania blanchetiana"	2003	411.637352279771	373.814726251881	451.784282734032	105.035687846264	102.472819309267	107.750573643465
"112"	"Gouania blanchetiana"	2004	68.1179003295042	52.0133106337747	81.4890026389522	128.213012108079	124.326640479779	132.535466612603
"113"	"Gouania blanchetiana"	2005	364.206306556664	328.378403357142	400.460920251067	167.488938800389	164.484575124168	170.445410538459
"114"	"Gouania blanchetiana"	2006	6.27275329798507	2.37189642642869	11.7278876350278	122.827183406418	104.918956498048	142.000641690951
"115"	"Gouania blanchetiana"	2007	85.5997541391508	67.555617957575	105.965168091968	119.018947587229	113.769843807603	124.346503083768
"116"	"Gouania blanchetiana"	2008	42.3489678699264	30.9547958059396	56.098376404455	124.793805019191	117.196585058816	132.457627707354
"117"	"Gouania blanchetiana"	2009	3090.10769560263	2981.95634571967	3202.0655380115	130.514138723870	129.105952012645	131.905922955378
"118"	"Gouania blanchetiana"	2010	111.508336907170	91.7224251817776	132.986552269848	83.4505121808032	78.3063510800453	88.3366014705042
"119"	"Guettarda acreana"	2001	26.3466019579918	17.4985744475690	37.5269559193304	248.406145741273	232.860859736582	264.494878981944
"120"	"Guettarda acreana"	2002	263.533943766875	232.617246507492	297.357195915477	233.102248307145	228.118716992727	238.426205993674
"121"	"Guettarda acreana"	2003	179.427409325143	153.512776878585	207.492223007965	214.148168379533	207.660054839434	220.650061985932
"122"	"Guettarda acreana"	2004	291.919853241738	259.044064882867	327.096709043898	230.508327928117	225.429104143473	235.72956423108
"123"	"Guettarda acreana"	2005	182.933818107837	156.105001255368	209.659688542818	216.994149083407	210.231450406630	222.937968446401
"124"	"Guettarda acreana"	2006	150.275772614551	127.160645981534	175.635386263085	237.924743351734	231.308074241351	245.049473836823
"125"	"Guettarda acreana"	2007	101.798859997734	82.7334528413122	123.259409060486	200.253842229645	191.464537951147	208.491537541322
"126"	"Guettarda acreana"	2008	58.6099387887573	43.9921035431941	75.0101885703418	214.526557641387	203.791902569472	225.478436753205
"127"	"Guettarda acreana"	2009	87.633063578578	69.9592009899025	106.643835721175	232.129514473828	223.103444444861	241.266503438141
"128"	"Guettarda acreana"	2010	185.744404133011	159.990705184003	214.768160443146	192.955193612311	186.468650256479	199.127126178614
"129"	"Hippocratea volubilis"	2001	14.206120465788	8.02139991853129	22.2563180103192	122.759979370642	104.619136650234	140.795565855120
"130"	"Hippocratea volubilis"	2002	144.263254172415	121.369211271325	168.471943718413	119.688589959312	113.829029581986	125.787017531176
"131"	"Hippocratea volubilis"	2003	37.4673269114168	26.6204571362641	50.6946750211108	92.269290313389	80.0567829559339	104.111296714032
"132"	"Hippocratea volubilis"	2004	1.31467553033968	0.067462682924532	4.35546948846892	126.256583541010	78.7311890185873	172.708595229376
"133"	"Hippocratea volubilis"	2005	228.467863168053	200.318517857990	258.619848586826	100.444194540072	95.366174714748	105.395155946086
"134"	"Hippocratea volubilis"	2006	43.2587537781371	31.1219103556863	57.6912434426475	140.159377746266	129.108900733411	151.380667180127
"135"	"Hippocratea volubilis"	2007	157.224818169662	133.725701399137	183.118007112614	131.296366276421	125.448350484112	136.961464413843
"136"	"Hippocratea volubilis"	2008	32.272858422027	22.6323513273313	44.4051922172001	159.034157926851	144.599031607787	173.052427480934
"137"	"Hippocratea volubilis"	2009	0.40577953884887	0.00276704020475756	2.05759510914338	125.137539610089	57.2705630048966	191.631613008424
"138"	"Hymenolobium pulcherrimum"	2001	25.5598548211911	16.1221877530943	37.9237664350686	49.1712362757764	35.3160895814271	63.0959364244176
"139"	"Hymenolobium pulcherrimum"	2002	3.29237771995771	0.705897423085684	7.67331298323962	86.9365979185739	54.9440133745778	120.176280828230
"140"	"Hymenolobium pulcherrimum"	2003	8.0431879412754	3.40931825993344	14.2627089046907	69.2626169274478	47.3169675255992	92.0369695685206
"141"	"Hymenolobium pulcherrimum"	2004	6.23013833383184	2.21825061598946	12.2274902236708	74.3141429901998	49.1454080957243	99.990268720396
"142"	"Hymenolobium pulcherrimum"	2005	102.226256338607	83.7055260961207	123.255852846481	97.6196473006773	91.1844456642673	104.468828846348
"143"	"Hymenolobium pulcherrimum"	2006	19.2435738491345	11.8333330430496	28.5082566070446	58.8847690286548	42.4656962175005	74.2117998437226
"144"	"Hymenolobium pulcherrimum"	2007	0.295680964658678	0.000436589368149627	1.76794282432700	78.1421305226033	1.26492605616501	151.544342956992
"145"	"Hymenolobium pulcherrimum"	2008	245.263214938914	215.064029194051	275.708417254564	120.438669103512	115.590333927616	125.247356952194
"146"	"Hymenolobium pulcherrimum"	2009	1.25939719339347	0.0598577268112775	4.19905554822745	67.9320145750271	17.4859654351146	112.970484284862
"147"	"Licania majuscula"	2001	0.251494324273924	7.8984593798884e-05	1.94645949576627	332.413484405788	206.787123151011	475.381453053002
"148"	"Licania majuscula"	2002	0.239236339124198	0.000259868111624387	1.4056506751767	334.580275323152	211.637573324742	474.738089885741
"149"	"Licania majuscula"	2003	0.345096366751921	0.000483471316017545	2.01289649946924	332.822610459636	205.206620726276	470.023813378518
"150"	"Licania majuscula"	2004	0.364756044531385	0.000745527298349298	2.25995797174620	332.077505318422	211.383673879526	477.409628365463
"151"	"Licania majuscula"	2005	0.224636640757024	7.21506810169789e-05	1.67700579560528	332.066847996453	212.440309868314	469.493349505234
"152"	"Licania majuscula"	2006	0.29200851508063	0.000435408955304455	1.70236876876448	332.704678661583	198.360859187693	477.695949109045
"153"	"Licania majuscula"	2007	169.411604749362	144.760627811939	196.857964974626	314.625298129812	304.443901546846	323.978709086501
"154"	"Licania majuscula"	2008	17.5070816457917	9.88626795163818	27.3919110471803	346.08399647236	317.093245198400	374.237652764596
"155"	"Licania majuscula"	2009	0.308062420130872	0.000510625761693587	2.05019729211464	333.610046325111	205.034830056604	478.619961267171
"156"	"Licania membranacea"	2001	1071.27408693734	1005.61273249527	1137.01969991088	-4.60181630790254	-6.98870102050171	-2.05970361585645
"157"	"Licania membranacea"	2002	2.72552838543728	0.329104282742703	8.3937714229705	-103.341806187822	-140.514705461724	-46.034070577308
"158"	"Licania membranacea"	2003	0.126392418165922	9.15413847555457e-05	0.932621804984203	4.24452380434116	-123.182456185341	157.449193491639
"159"	"Licania membranacea"	2004	0.184158571928192	0.000221073246626805	1.46170638254515	4.77603959478287	-123.583899405201	156.361465003830
"160"	"Licania membranacea"	2005	26.1878379157399	16.966594236869	36.8356649934465	26.6152714466812	10.1332148004273	42.7843322197859
"161"	"Licania membranacea"	2006	7.2212502405174	2.81595397011589	13.6494099797547	12.0647662114952	-19.7352562692551	43.1497828130023
"162"	"Licania membranacea"	2007	235.413426868079	206.019886695866	264.678050568654	53.4833443027762	47.78433034885	58.9153882495694
"163"	"Licania membranacea"	2008	356.552129857529	320.086300660294	393.526473198648	-3.68507114337902	-8.56743813766218	0.932634801771144
"164"	"Licania membranacea"	2009	0.100367121381015	8.9572999143416e-06	0.793369022022044	6.05932712925974	-117.744598600988	171.390434898696
"165"	"Machaerium altiscandens"	2001	19.0835967171800	11.2382993244171	28.5469561326096	-18.1835382102730	-41.0423663030967	4.21557551020885
"166"	"Machaerium altiscandens"	2002	2.04189053555192	0.281957486115109	5.73669663803838	-28.6045143811289	-95.108218596809	39.4312870153348
"167"	"Machaerium altiscandens"	2003	1.09705682568369	0.0339416619975449	3.80043928797887	-58.69860486645	-151.177277739017	28.8675772711773
"168"	"Machaerium altiscandens"	2004	6.16998956075383	2.26785984311515	12.1091061635243	-66.0296321071647	-109.549196328652	-25.1645535404013
"169"	"Machaerium altiscandens"	2005	4.98435474180182	1.59736556246633	10.3284252770206	107.522235689441	64.9903901587589	150.355139757799
"170"	"Machaerium altiscandens"	2006	1.95886635970115	0.226961842652342	5.36939892224076	114.065255521986	49.7160114870977	170.295942643214
"171"	"Machaerium altiscandens"	2007	1.93504318570354	0.248631043059882	5.36209771719809	82.5478076417119	14.7949302788893	147.845508901193
"172"	"Machaerium altiscandens"	2008	91.6773111602737	73.541983041014	111.574761685272	127.630315683359	117.096492960677	138.687630060141
"173"	"Machaerium altiscandens"	2009	1.1026459004708	0.0307286419864245	4.09160046249923	-28.3508594263136	-124.174672525369	58.6492292896553
"174"	"Manilkara bidentata"	2001	0.153699803713143	0.000172323487082904	1.14353176594565	81.9441591925372	-25.0965168880639	241.046473639207
"175"	"Manilkara bidentata"	2002	0.131116848568954	0.000180634863078039	0.946961570221364	83.1855258912274	-23.3738920997819	239.23185386215
"176"	"Manilkara bidentata"	2003	8.2697925829564	3.59829647515462	14.6439317314851	62.1160667885967	30.270598158986	92.5105585534307
"177"	"Manilkara bidentata"	2004	2.87205020435730	0.330052895814419	8.55400455292377	10.4390833095424	-37.8183159342799	74.0710579665039
"178"	"Manilkara bidentata"	2005	3.13388039151229	0.621485810184869	7.27272916245096	94.176772332124	45.5184664792509	144.228408826572
"179"	"Manilkara bidentata"	2006	0.125150860049217	6.19189861899294e-05	0.949118520997855	82.7160780745243	-23.3898385068498	243.860508026742
"180"	"Manilkara bidentata"	2007	0.226795447619623	0.000155111160202423	1.54219069678294	81.564022058233	-25.0770520071671	247.960488433672
"181"	"Manilkara bidentata"	2008	0.128894774612824	1.98257531554662e-05	1.05138545582556	82.3890306949222	-22.6596254861884	249.836232192778
"182"	"Manilkara bidentata"	2009	105.577391639978	85.1182342135443	127.191046317921	100.756730193827	92.1914405180546	109.615163461136
"183"	"Manilkara huberi"	2001	0.0718022411681345	8.38186866788197e-06	0.656929515749031	139.955357254955	-17.9653580968937	302.849366531362
"184"	"Manilkara huberi"	2002	0.123988816649297	0.000167287081691219	0.873788725663533	145.021119263883	-17.5530272025434	300.580291288382
"185"	"Manilkara huberi"	2003	0.100448314881903	0.000161069853906865	0.695764078423435	138.337295904227	-24.8602837628404	301.509165425535
"186"	"Manilkara huberi"	2004	2.96741025879373	0.579505865020296	7.32079260921039	296.855204883508	236.900284861266	323.269996350702
"187"	"Manilkara huberi"	2005	29.5595811500362	19.9162739256047	41.6817353706861	106.097954591934	78.5324138831229	130.804321837967
"188"	"Manilkara huberi"	2006	1.13126390443944	0.0302078095994369	4.37783951373346	90.1784380512938	-21.1649358653535	206.522173009393
"189"	"Manilkara huberi"	2007	0.137330009439770	6.96670365278397e-06	1.08993851555055	143.253119821771	-21.9937525971276	301.960857508822
"190"	"Manilkara huberi"	2008	0.0759253382479797	5.94124795301371e-07	0.732795536208146	139.225826510997	-19.1756259895461	308.709195338938
"191"	"Manilkara huberi"	2009	88.2297372802483	70.3596771198079	109.557628595308	96.9489854513466	81.1954734713276	112.115944289963
"192"	"Mendoncia hoffmannseggiana"	2002	18.6776928464915	10.4931008448613	29.4928474335866	130.967725454835	114.850375015127	147.496390634810
"193"	"Mendoncia hoffmannseggiana"	2003	19.5908982849071	11.3834452869814	30.3334739744864	125.500823844046	108.704429197974	140.731386138975
"194"	"Mendoncia hoffmannseggiana"	2004	22.8050688070104	13.7276405607695	33.7466517995692	129.1386245757	113.619851987216	143.492835754836
"195"	"Mendoncia hoffmannseggiana"	2005	19.5165701822216	11.2516221044079	30.6623210041329	133.889439406739	116.807493402991	151.328140453128
"196"	"Mendoncia hoffmannseggiana"	2006	32.4990698410965	21.9452915485234	45.5686877103413	150.429197696065	133.671964619889	167.586680778349
"197"	"Mendoncia hoffmannseggiana"	2007	47.4141015457316	34.6859965018794	64.5085908364328	129.592738623268	117.124626904799	141.793417676765
"198"	"Mendoncia hoffmannseggiana"	2008	20.9447473924341	12.2860689888957	32.3963769932800	126.568270559337	109.993139149941	141.295910270609
"199"	"Mendoncia hoffmannseggiana"	2009	6.6145387263591	2.14946743947862	14.1387137012253	141.349995986210	118.171153020380	170.813458994391
"200"	"Mendoncia hoffmannseggiana"	2010	11.7414553699767	5.53382380901437	20.9741816046633	120.715880463254	96.5766031133837	140.132946920976
"201"	"Micropholis guyanensis"	2001	11.8691595727073	5.52042738283654	20.3261870900104	55.2676198536428	41.6068785526538	68.0965087597826
"202"	"Micropholis guyanensis"	2002	69.7714416539145	54.292529831715	87.3621217790704	65.4868297019291	60.05986193016	71.0279749893954
"203"	"Micropholis guyanensis"	2003	456.225024391034	414.092345930822	499.619202636891	43.5088129516146	41.2003052422788	45.870457615663
"204"	"Micropholis guyanensis"	2004	344.348369468034	309.713219893871	380.069142238893	52.2691800600008	49.7519385558597	54.8826247831104
"205"	"Micropholis guyanensis"	2005	18.9070357058303	11.0940383045540	29.1306174011926	50.1480626949478	39.1026346643428	60.870213406101
"206"	"Micropholis guyanensis"	2006	358.545062068791	322.036250727778	397.463839145286	53.028088925563	50.3045477163553	55.7654110681156
"207"	"Micropholis guyanensis"	2007	25.7572729743314	16.685824709307	36.8358675721854	51.9434316377127	42.7331410701644	61.2043035204491
"208"	"Micropholis guyanensis"	2008	45.9884740760654	32.6259507414103	61.108236308789	69.8480470893423	62.2047909268804	77.1962666437909
"209"	"Micropholis guyanensis"	2009	3.9911041151041	0.676128362244098	9.4890663507054	63.7838227612561	44.1287833836132	86.7790817927
"210"	"Mimosa guilandinae"	2001	92.4538215967316	74.5939897594523	112.321709600492	334.858102532824	317.627579484137	352.082225569504
